Fundamental Rank,Ticker,Short Name,Sector,Industry,Market Cap,Fundamental Score,Fundamental Grade,Fundamental Percentile,Value Score,Quality Score,Growth Score,Stability Score,Sector Fundamental Rank,Quality Value Signal,Forward PER,PBR,PSR,EV/EBITDA,FCF Yield,ROE,ROA,Operating Margin,Profit Margin,Revenue CAGR,Revenue CAGR Years Used,Revenue CAGR Method,Revenue Growth,Earnings Growth,Debt/Equity,Free Cash Flow,Operating Cash Flow,PBR Percentile,Forward PER Percentile,PSR Percentile,EV/EBITDA Percentile,FCF Yield Percentile,ROE Percentile,ROA Percentile,Operating Margin Percentile,Profit Margin Percentile,Data Quality,Failed Reason,Debt/Equity Raw,Growth CAGR Raw,Growth Earnings Raw,Growth Revenue Raw,Stability Debt Raw,Stability History Raw
248,DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,22213552128.0,55.2,C,50.89,16.22,18.97,12.5,7.5,11,,14.971256,6.4867682,1.1068755,11.936,0.0472498731383443,0.46032003,0.08262,0.062090002,0.08035,0.0799582484358976,3.0,Yearly,0.07,1.972,2.23945,1049587520.0,3116999936.0,0.35294117647058826,0.5277777777777778,0.6388888888888888,0.5277777777777778,0.3888888888888889,0.8529411764705882,0.6388888888888888,0.25,0.5555555555555556,OK,,223.945,4.5,6.0,2.0,0.0,1.5
249,PRU,"Prudential Financial, Inc.",Financial Services,Insurance - Life,40568549376.0,55.14,C,50.7,28.96,5.48,11.7,9.0,39,,7.9159913,1.285544,0.62198806,11.742,0.1855563055565736,0.12011,0.00435,0.075219996,0.06007,0.022764276690355,3.0,Yearly,0.141,0.892,1.63891,7527750144.0,10968999936.0,0.8548387096774194,0.96875,1.0,0.5135135135135135,0.925,0.2857142857142857,0.03125,0.03125,0.046875,OK,,163.891,2.7,6.0,3.0,1.5,1.5
250,PCG,Pacific Gas & Electric Co.,Utilities,Utilities - Regulated Electric,31251587072.0,55.09,C,50.5,28.97,10.42,9.7,6.0,4,,7.8762445,0.96688473,1.2095672,9.262,-0.1967940073517172,0.09318,0.02568,0.24788,0.11828,0.047731573367945,3.0,Yearly,0.001,0.398,1.8945,-6150125056.0,8146999808.0,1.0,0.967741935483871,0.9032258064516129,0.967741935483871,0.12903225806451613,0.2903225806451613,0.1935483870967742,0.6774193548387096,0.3548387096774194,OK,,189.45,2.7,6.0,1.0,1.5,1.5
251,UNP,Union Pacific Corporation,Industrials,Railroads,169157050368.0,55.06,C,50.3,14.2,25.86,6.0,9.0,36,,20.115902,8.705515,6.6571054,15.555,0.0279074982079082,0.39696,0.09274,0.40982,0.28847,-0.0049152423014988,3.0,Yearly,0.115,0.066,1.50772,4720750080.0,10263000064.0,0.2835820895522388,0.4788732394366197,0.11267605633802817,0.6,0.4,0.8208955223880597,0.7,0.971830985915493,0.9859154929577465,OK,,150.772,0.0,3.0,3.0,1.5,1.5
252,ED,"Consolidated Edison, Inc.",Utilities,Utilities - Regulated Electric,39752880128.0,55.04,C,50.0,28.03,8.81,10.7,7.5,5,,16.562683,1.5463738,2.247322,10.855,-0.0212531772611089,0.08962,0.03237,0.16540001,0.12533,0.0258723897022303,3.0,Yearly,0.132,0.221,1.10113,-844875008.0,3955000064.0,0.9,0.5806451612903226,0.7096774193548387,0.9032258064516129,0.8387096774193549,0.16129032258064516,0.6451612903225806,0.16129032258064516,0.3870967741935484,OK,,110.113,2.7,5.0,3.0,3.0,1.5
252,BF-B,Brown Forman Inc,Consumer Defensive,Beverages - Wineries & Distilleries,11999300608.0,55.04,C,50.0,17.94,21.6,3.0,12.5,12,,15.271857,3.0220733,3.0649555,11.922,0.0571387488653205,0.18122,0.08627,0.27552,0.18416001,-0.0242344069843452,3.0,Yearly,-0.014,0.057,0.61502,685625024.0,1013000000.0,0.5882352941176471,0.3888888888888889,0.2222222222222222,0.5555555555555556,0.6388888888888888,0.5294117647058824,0.7222222222222222,0.8611111111111112,0.8055555555555556,OK,,61.502,0.0,3.0,0.0,5.0,1.5
254,ITW,Illinois Tool Works Inc.,Industrials,Specialty Industrial Machinery,75184349184.0,55.03,C,49.7,11.09,27.74,8.7,7.5,37,,21.295544,25.978153,4.565204,17.765,0.0323604574942276,1.04618,0.16924,0.26900998,0.19393998,0.002337822651909,3.0,Yearly,0.061,0.101,3.34853,2432999936.0,3329999872.0,0.04477611940298507,0.4084507042253521,0.29577464788732394,0.45714285714285713,0.4714285714285714,0.9701492537313433,0.9571428571428572,0.8591549295774648,0.8309859154929577,OK,,334.853,2.7,4.0,2.0,0.0,1.5
255,TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,59986382848.0,54.97,C,49.5,5.3,22.48,12.7,14.5,52,,32.927784,19.105213,13.437716,39.716,0.0072913422552628,0.36465,0.19745001,0.33161,0.25766,0.0036819890329642,3.0,Yearly,1.039,3.858,0.02883,437381248.0,1064950976.0,0.1780821917808219,0.1282051282051282,0.189873417721519,0.15384615384615385,0.11538461538461539,0.6486486486486487,0.8717948717948718,0.7215189873417721,0.7088607594936709,OK,,2.883,2.7,6.0,4.0,7.0,1.5
256,PEP,"Pepsico, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,186718535680.0,54.91,C,49.3,13.77,22.93,10.7,7.5,13,,15.229422,8.449651,1.9268403,12.268,0.0419448184052939,0.51508,0.08931,0.16836001,0.10785,0.0282590925616892,3.0,Yearly,0.064,1.37,2.3894900000000003,7831875072.0,13456000000.0,0.29411764705882354,0.4166666666666667,0.4444444444444444,0.5,0.3611111111111111,0.8823529411764706,0.7777777777777778,0.5555555555555556,0.6944444444444444,OK,,238.949,2.7,6.0,2.0,0.0,1.5
257,TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,18202210304.0,54.89,C,49.11,27.97,4.72,8.7,13.5,14,,12.130506,1.0068107,0.32682535,9.226,0.0654453513119897,0.03263,0.02565,0.02711,0.01031,0.0071987820111809,3.0,Yearly,-0.001,2.041,0.44025,1191250048.0,2004000000.0,0.9411764705882353,0.7222222222222222,0.9444444444444444,0.7222222222222222,0.6944444444444444,0.14705882352941177,0.05555555555555555,0.027777777777777776,0.16666666666666666,OK,,44.025,2.7,6.0,0.0,6.0,1.5
258,IDXX,"IDEXX Laboratories, Inc.",Healthcare,Diagnostics & Research,40584097792.0,54.85,C,48.91,2.74,28.11,11.5,12.5,34,,30.774149,25.19687,8.913268,25.826,0.0224070124377449,0.74211,0.27085,0.3498,0.25030002,0.085223264582759,3.0,Yearly,0.097,0.176,0.67971,909368384.0,1371510016.0,0.05555555555555555,0.05084745762711865,0.1,0.0847457627118644,0.13333333333333333,0.9272727272727272,1.0,0.9,0.8833333333333333,OK,,67.971,4.5,5.0,2.0,5.0,1.5
259,BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,12609531904.0,54.81,C,48.71,28.5,6.61,10.7,9.0,35,,11.977017,2.0318227,1.0993489,10.798,0.0793348225466371,-0.14371,0.028499998,0.14425999,-0.09268,0.0378887286798415,3.0,Yearly,0.053,0.368,1.5644900000000002,1000374976.0,1319000064.0,0.7592592592592593,0.847457627118644,0.7833333333333333,0.7966101694915254,0.9,0.07272727272727272,0.15,0.36666666666666664,0.06666666666666667,OK,,156.449,2.7,6.0,2.0,1.5,1.5
260,MAR,Marriott International,Consumer Cyclical,Lodging,86449233920.0,54.76,C,48.51,5.51,26.18,9.0,14.06,28,,25.211853,-19.180744,11.706058,21.406,0.0238333522065293,,0.09761,0.65276,0.35029998,0.0802476100443279,3.0,Yearly,0.111,0.043,,2060375040.0,3728000000.0,,0.14545454545454545,0.05555555555555555,0.14545454545454545,0.24074074074074073,,0.6363636363636364,1.0,1.0,PARTIAL,,,4.5,1.5,3.0,0.0,1.5
261,ON,ON Semiconductor Corporation,Technology,Semiconductors,27633838080.0,54.68,C,48.31,24.52,9.66,8.0,12.5,53,,15.6719885,3.8278599,4.458653,13.655,0.0599500503406003,0.08312,0.0675,0.19532,0.10168,-0.1036923393641263,3.0,Yearly,0.092,0.366,0.6505500000000001,1656649984.0,1672000000.0,0.7671232876712328,0.6025641025641025,0.5822784810126582,0.717948717948718,0.7564102564102564,0.13513513513513514,0.38461538461538464,0.379746835443038,0.24050632911392406,OK,,65.055,0.0,6.0,2.0,5.0,1.5
262,MMM,3M Company,Industrials,Conglomerates,84784766976.0,54.61,C,48.11,17.83,22.28,7.0,7.5,38,,16.813116,28.721172,3.3671472,14.535,0.0748970042908477,0.81891996,0.087419994,0.20354,0.11902001,-0.0157008013685999,3.0,Yearly,0.025,0.328,4.37937,6350125056.0,4898999808.0,0.014925373134328358,0.6901408450704225,0.49295774647887325,0.6285714285714286,0.9428571428571428,0.9253731343283582,0.6571428571428571,0.6197183098591549,0.5211267605633803,OK,,437.937,0.0,6.0,1.0,0.0,1.5
263,POOL,Pool Corporation,Industrials,Industrial Distribution,6465745920.0,54.56,C,47.81,23.31,18.25,2.5,10.5,39,,15.055319,5.131518,1.1986274,12.645,0.032932048155706,0.31254998,0.099029996,0.15137,0.07414,-0.0505350637195891,3.0,Yearly,0.022,0.0,1.34537,212930256.0,366646016.0,0.5223880597014925,0.8028169014084507,0.8309859154929577,0.7714285714285715,0.5,0.7164179104477612,0.7428571428571429,0.39436619718309857,0.28169014084507044,OK,,134.537,0.0,1.5,1.0,3.0,1.5
263,DG,Dollar General Corporation,Consumer Defensive,Discount Stores,27482232832.0,54.56,C,47.81,21.72,13.14,10.7,9.0,15,,15.100182,2.9586964,0.6297776,11.632,0.0632415758437309,0.19692,0.048899997,0.06813,0.03903,0.0412529383421078,3.0,Yearly,0.052,0.333,1.69811,1738019712.0,3316349952.0,0.6470588235294118,0.5,0.8611111111111112,0.5833333333333334,0.6666666666666666,0.5588235294117647,0.2777777777777778,0.2777777777777778,0.4166666666666667,OK,,169.811,2.7,6.0,2.0,1.5,1.5
265,TMUS,"T-Mobile US, Inc.",Communication Services,Telecom Services,190227578880.0,54.55,C,47.42,19.01,20.34,7.7,7.5,12,,12.282405,3.387713,2.063452,8.956,0.0595917771478919,0.17994,0.05973,0.2522,0.11455,0.0353409308561782,3.0,Yearly,0.079,0.053,2.14035,11335999488.0,28832999424.0,0.42105263157894735,0.6,0.4,0.65,0.6,0.6842105263157895,0.6,0.7,0.6,OK,,214.035,2.7,3.0,2.0,0.0,1.5
265,HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,Lodging,69092671488.0,54.55,C,47.42,3.03,26.15,11.3,14.06,29,,29.362337,-10.992587,13.536965,26.416,0.0201739911626095,,0.11026,0.62987,0.31034002,0.1112559390058218,3.0,Yearly,0.025,0.141,,1393874944.0,2108999936.0,,0.07272727272727272,0.037037037037037035,0.07272727272727272,0.14814814814814814,,0.6727272727272727,0.9818181818181818,0.9636363636363636,PARTIAL,,,6.3,4.0,1.0,0.0,1.5
267,CCI,Crown Castle Inc.,Real Estate,REIT - Specialty,32853659648.0,54.52,C,47.12,16.26,24.2,0.0,14.06,19,,26.037447,-9.794164,7.8956165,20.329,0.0315413867162005,,0.04725,0.46825,0.20716,-0.1517389256189778,3.0,Yearly,-0.049,-0.675,,1036249984.0,2624000000.0,,0.7931034482758621,0.4,0.3333333333333333,0.23333333333333334,,0.8333333333333334,0.9,0.5,PARTIAL,,,0.0,0.0,0.0,0.0,1.5
268,VTRS,Viatris Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,18951749632.0,54.51,C,46.92,33.88,6.71,1.43,12.5,36,,6.201562,1.3107722,1.2859716,7.266,0.1412712626532022,-0.02754,0.02668,0.12550999,-0.02787,-0.0419677770408767,3.0,Yearly,0.049,,0.95535,2677337600.0,2330800128.0,1.0,1.0,0.75,0.9661016949152542,0.9833333333333333,0.10909090909090909,0.11666666666666667,0.3333333333333333,0.11666666666666667,OK,,95.535,0.0,0.0,1.0,5.0,1.5
269,ABNB,"Airbnb, Inc.",Consumer Cyclical,Travel Services,101572018176.0,54.46,C,46.72,5.29,19.87,15.8,13.5,30,,27.584087,12.832288,7.718825,33.804,0.0315724245475092,0.34542,0.061389998,0.21009001,0.2045,0.1337825597298969,3.0,Yearly,0.165,0.334,0.32004,3206874880.0,4860000256.0,0.20454545454545456,0.09090909090909091,0.07407407407407407,0.03636363636363636,0.3333333333333333,0.5909090909090909,0.34545454545454546,0.8545454545454545,0.8909090909090909,OK,,32.004,6.3,6.0,3.5,6.0,1.5
270,FFIV,"F5, Inc.",Technology,Software - Infrastructure,22913056768.0,54.45,C,46.52,15.45,14.8,9.7,14.5,54,,22.38399,5.9635086,6.923771,22.43,0.0312981150992276,0.1983,0.07977,0.24649,0.21952999,0.0463191317434168,3.0,Yearly,0.109,0.114,0.06546,717135488.0,1049441024.0,0.589041095890411,0.3076923076923077,0.3924050632911392,0.4230769230769231,0.4230769230769231,0.36486486486486486,0.44871794871794873,0.5189873417721519,0.5949367088607594,OK,,6.546,2.7,4.0,3.0,7.0,1.5
271,LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,111425331200.0,54.41,C,46.22,18.55,18.3,3.5,14.06,31,,15.24395,-14.980765,1.232145,11.806,0.041421235174215,,0.12519,0.13365,0.073460005,-0.0384581863487832,3.0,Yearly,0.083,0.0,,4615374848.0,9262999552.0,,0.5272727272727272,0.5925925925925926,0.5454545454545454,0.48148148148148145,,0.7272727272727273,0.4909090909090909,0.41818181818181815,PARTIAL,,,0.0,1.5,2.0,0.0,1.5
271,ROST,"Ross Stores, Inc.",Consumer Cyclical,Apparel Retail,72262361088.0,54.41,C,46.22,8.1,20.31,13.5,12.5,31,,25.191307,10.67934,2.9480646,19.801,0.0277051783232206,0.42628,0.12785,0.13578,0.10848,0.0676177401098683,3.0,Yearly,0.133,0.705,0.70281,2002041600.0,3660572928.0,0.2727272727272727,0.16363636363636364,0.2777777777777778,0.18181818181818182,0.2962962962962963,0.7272727272727273,0.7454545454545455,0.509090909090909,0.5636363636363636,OK,,70.281,4.5,6.0,3.0,5.0,1.5
273,EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,52925640704.0,54.39,C,45.92,8.31,20.39,12.2,13.5,13,,21.720531,7.7727118,6.745557,30.355,0.0319788281348492,0.16458,0.072340004,0.25881,0.13803001,0.0046911288415614,3.0,Yearly,0.189,0.975,0.2643,1692499968.0,2294000128.0,0.21052631578947367,0.3,0.2,0.1,0.4,0.5789473684210527,0.65,0.75,0.7,OK,,26.43,2.7,6.0,3.5,6.0,1.5
274,VZ,Verizon Communications Inc.,Communication Services,Telecom Services,206658535424.0,54.38,C,45.73,26.52,16.16,2.7,9.0,14,,9.421026,1.9886456,1.4878759,7.826,0.0845192479670091,0.15842,0.050479997,0.22999,0.11643,0.003292396665705,3.0,Yearly,-0.007,-0.22,1.84081,17466624000.0,38798999552.0,0.7368421052631579,0.8,0.75,0.75,0.75,0.5263157894736842,0.45,0.45,0.65,OK,,184.081,2.7,0.0,0.0,1.5,1.5
275,NVR,"NVR, Inc.",Consumer Cyclical,Residential Construction,16570535936.0,54.36,C,45.53,20.25,20.61,0.0,13.5,33,,15.031441,4.8863406,1.7204816,10.606,0.0554184417176837,0.31544,0.16547,0.13889,0.1185,-0.006252610482764,3.0,Yearly,-0.109,-0.226,0.3215,918313280.0,1066590016.0,0.4772727272727273,0.5636363636363636,0.5185185185185185,0.6909090909090909,0.6481481481481481,0.5681818181818182,0.9090909090909091,0.5636363636363636,0.6545454545454545,OK,,32.15,0.0,0.0,0.0,6.0,1.5
276,HAS,"Hasbro, Inc.",Consumer Cyclical,Leisure,12548725760.0,54.35,C,45.23,15.17,26.68,5.0,7.5,34,,13.633765,17.822515,2.52327,11.739,0.0548382384921925,1.5956,0.13079001,0.22157,0.15968001,-0.0706306857489308,3.0,Yearly,0.162,,5.310420000000001,688150016.0,1288199936.0,0.13636363636363635,0.6,0.3148148148148148,0.5636363636363636,0.5925925925925926,0.9772727272727273,0.7818181818181819,0.8909090909090909,0.8,OK,,531.042,0.0,0.0,3.5,0.0,1.5
276,CSX,CSX Corporation,Industrials,Railroads,89604210688.0,54.35,C,45.23,13.69,22.15,8.0,10.5,40,,21.294207,6.3627987,6.174491,15.932,0.0217986413027081,0.24357,0.07383,0.38424,0.22208999,-0.0173787516432163,3.0,Yearly,0.101,0.227,1.38068,1953250048.0,5321999872.0,0.417910447761194,0.4225352112676056,0.16901408450704225,0.5428571428571428,0.21428571428571427,0.5671641791044776,0.5714285714285714,0.9577464788732394,0.9436619718309859,OK,,138.068,0.0,5.0,3.0,3.0,1.5
278,SNPS,"Synopsys, Inc.",Technology,Software - Infrastructure,75355357184.0,54.34,C,44.93,17.34,5.85,17.65,13.5,55,,22.454268,2.4185205,8.00251,39.792,0.0454585118830454,0.03661,0.01353,0.14521,0.11432999,0.1518674545518492,3.0,Yearly,0.424,0.893,0.34804,3425542400.0,2938341120.0,0.8904109589041096,0.2948717948717949,0.3670886075949367,0.14102564102564102,0.6410256410256411,0.08108108108108109,0.038461538461538464,0.21518987341772153,0.31645569620253167,OK,,34.804,7.65,6.0,4.0,6.0,1.5
279,MA,Mastercard Incorporated,Financial Services,Credit Services,497135616000.0,54.22,C,44.73,2.76,29.66,14.3,7.5,40,,24.650366,88.72733,14.17027,23.113,0.0341179544536998,2.41202,0.24063,0.61108,0.46339,0.1382198495222513,3.0,Yearly,0.141,0.221,4.39583,16961250304.0,17436999680.0,0.016129032258064516,0.046875,0.046875,0.05405405405405406,0.275,1.0,1.0,0.96875,0.96875,OK,,439.583,6.3,5.0,3.0,0.0,1.5
280,AFL,AFLAC Incorporated,Financial Services,Insurance - Life,57524129792.0,54.21,C,44.53,19.02,16.69,6.0,12.5,41,,15.214601,1.9011797,3.183581,10.713,0.0895667587607128,0.16908,0.0313,0.25722998,0.26908,-0.0322918754744073,3.0,Yearly,-0.01,0.468,0.5336500000000001,5152249856.0,2647000064.0,0.5967741935483871,0.3125,0.53125,0.5945945945945946,0.7,0.5396825396825397,0.5625,0.390625,0.65625,OK,,53.365,0.0,6.0,0.0,5.0,1.5
281,TDY,Teledyne Technologies Incorpora,Technology,Scientific & Technical Instruments,27592286208.0,54.17,C,44.33,20.38,9.59,9.7,14.5,56,,22.271637,2.5270867,4.328609,18.387,0.0330771796552104,0.09154,0.05139,0.20198,0.15292,0.038598918476242,3.0,Yearly,0.098,0.212,0.18565,912675008.0,1271299968.0,0.863013698630137,0.34615384615384615,0.6075949367088608,0.5384615384615384,0.47435897435897434,0.16216216216216217,0.24358974358974358,0.3924050632911392,0.379746835443038,OK,,18.565,2.7,5.0,2.0,7.0,1.5
282,FAST,Fastenal Company,Industrials,Industrial Distribution,55986409472.0,54.08,C,44.14,3.86,24.22,11.5,14.5,41,,34.828358,13.759166,6.3988857,29.109,0.0163633460448677,0.34334,0.21521999,0.21023001,0.15454,0.0551540251612383,3.0,Yearly,0.147,0.146,0.10851,916124992.0,1399200000.0,0.14925373134328357,0.08450704225352113,0.1267605633802817,0.1,0.08571428571428572,0.7611940298507462,1.0,0.676056338028169,0.7183098591549296,OK,,10.851,4.5,4.0,3.0,7.0,1.5
283,IEX,IDEX Corporation,Industrials,Specialty Industrial Machinery,16594349056.0,54.01,C,43.94,16.3,15.51,8.7,13.5,42,,23.384972,4.1560507,4.628441,18.496,0.0334820292212129,0.12955,0.0684,0.2217,0.1449,0.0280759997006556,3.0,Yearly,0.064,0.109,0.4706,555612480.0,716700032.0,0.6268656716417911,0.352112676056338,0.28169014084507044,0.4,0.5285714285714286,0.2537313432835821,0.45714285714285713,0.7323943661971831,0.6619718309859155,OK,,47.06,2.7,4.0,2.0,6.0,1.5
284,HII,"Huntington Ingalls Industries, ",Industrials,Aerospace & Defense,11066781696.0,54.0,C,43.74,25.41,5.6,13.5,9.5,43,,13.4798765,2.0833335,0.83934635,12.187,-0.0271307406478003,0.12968001,0.042779997,0.0708,0.05013,0.0535336177494394,3.0,Yearly,0.109,0.365,0.55252,-300249984.0,347000000.0,0.9104477611940298,0.8873239436619719,0.9154929577464789,0.7857142857142857,0.02857142857142857,0.26865671641791045,0.21428571428571427,0.11267605633802817,0.15492957746478872,OK,,55.252,4.5,6.0,3.0,5.0,1.5
285,ADI,"Analog Devices, Inc.",Technology,Semiconductors,176900325376.0,53.88,C,43.54,14.66,15.72,10.0,13.5,57,,22.346508,5.272607,12.743379,26.411,0.023444496210987,0.12227,0.06406,0.39503,0.29787,-0.0283838918415268,3.0,Yearly,0.396,1.635,0.27314,4147339008.0,5545325056.0,0.6438356164383562,0.32051282051282054,0.22784810126582278,0.3333333333333333,0.38461538461538464,0.24324324324324326,0.3333333333333333,0.8227848101265823,0.7974683544303798,OK,,27.314,0.0,6.0,4.0,6.0,1.5
286,WAB,Westinghouse Air Brake Technolo,Industrials,Railroads,47374426112.0,53.87,C,43.34,14.03,12.54,14.8,12.5,44,,22.541798,4.229296,3.9544594,20.503,0.0232483022252594,0.11553001,0.061669998,0.19188,0.10593,0.1012234501826749,3.0,Yearly,0.175,0.189,0.61686,1101374976.0,1999000064.0,0.6119402985074627,0.39436619718309857,0.36619718309859156,0.2857142857142857,0.22857142857142856,0.1791044776119403,0.4142857142857143,0.5774647887323944,0.4507042253521127,OK,,61.686,6.3,5.0,3.5,5.0,1.5
287,MCO,Moody's Corporation,Financial Services,Financial Data & Stock Exchanges,82186502144.0,53.86,C,43.14,2.66,27.9,15.8,7.5,42,,25.069757,27.169521,10.071876,22.109,0.0313813695037304,0.76932,0.15619999,0.49473998,0.34252,0.1217396973837405,3.0,Yearly,0.151,0.567,2.40682,2579124992.0,3319000064.0,0.03225806451612903,0.03125,0.078125,0.08108108108108109,0.2,0.9841269841269841,0.953125,0.859375,0.84375,OK,,240.682,6.3,6.0,3.5,0.0,1.5
288,VST,Vistra Corp.,Utilities,Utilities - Independent Power Producers,50714480640.0,53.85,C,42.94,20.91,20.94,4.5,7.5,6,,14.577049,16.888344,2.6397295,11.057,0.0007320394398502,0.42962003,0.05886,0.13766,0.1155,0.0891786674122778,3.0,Yearly,-0.055,-0.062,3.7328,37125000.0,5120999936.0,0.03333333333333333,0.8064516129032258,0.6451612903225806,0.8709677419354839,0.8709677419354839,1.0,1.0,0.12903225806451613,0.25806451612903225,OK,,373.28,4.5,0.0,0.0,0.0,1.5
289,DUK,Duke Energy Corporation (Holdin,Utilities,Utilities - Regulated Electric,93899538432.0,53.81,C,42.74,24.2,15.9,7.7,6.0,7,,16.790941,1.7467294,2.862529,11.383,-0.047682608996448,0.098570004,0.028369999,0.27503002,0.15995,0.0386797140947132,3.0,Yearly,0.011,0.106,1.62155,-4477374976.0,11562000384.0,0.7333333333333333,0.5161290322580645,0.5483870967741935,0.8064516129032258,0.7741935483870968,0.5161290322580645,0.3225806451612903,0.8064516129032258,0.7096774193548387,OK,,162.155,2.7,4.0,1.0,1.5,1.5
290,CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,76370747392.0,53.72,C,42.45,19.04,14.18,8.0,12.5,45,,16.078123,5.944643,2.2003787,16.479,0.0291914777860813,0.21114,0.069970004,0.11896,0.07822,0.0624608605624983,3.0,Yearly,0.094,0.047,0.59586,2229374976.0,4647000064.0,0.4626865671641791,0.7323943661971831,0.6619718309859155,0.5,0.42857142857142855,0.5373134328358209,0.4857142857142857,0.30985915492957744,0.30985915492957744,OK,,59.586,4.5,1.5,2.0,5.0,1.5
290,PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,104555831296.0,53.72,C,42.45,17.33,13.89,10.0,12.5,11,,12.246164,3.3027685,0.6871124,12.198,0.0434731872499003,0.23452999,0.06036,0.08529,0.046609998,-0.0799841840778086,3.0,Yearly,0.531,3.449,0.62884,4545375232.0,8924999680.0,0.2777777777777778,0.7222222222222222,1.0,0.3888888888888889,0.4444444444444444,0.7777777777777778,0.5,0.05555555555555555,0.05555555555555555,OK,,62.884,0.0,6.0,4.0,5.0,1.5
292,HSIC,"Henry Schein, Inc.",Healthcare,Medical Distribution,9803952128.0,53.68,C,42.15,20.93,10.55,9.7,12.5,37,,14.6657,3.1185083,0.72077286,13.913,0.0454918581993304,0.088549994,0.043920003,0.057550002,0.02963,0.0139578268466917,3.0,Yearly,0.067,0.171,0.80733,446000000.0,700000000.0,0.5370370370370371,0.5932203389830508,0.8333333333333334,0.576271186440678,0.6166666666666667,0.36363636363636365,0.3333333333333333,0.21666666666666667,0.26666666666666666,OK,,80.733,2.7,5.0,2.0,5.0,1.5
293,UPS,"United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,84414545920.0,53.67,C,41.95,27.9,14.77,2.0,9.0,46,,12.287459,5.604067,0.9386695,8.976,0.0662681983422792,0.29602,0.07278,0.09052,0.050819997,-0.0404026018816335,3.0,Yearly,0.076,-0.53,1.899,5593999872.0,8867000320.0,0.4925373134328358,0.9014084507042254,0.8732394366197183,0.9571428571428572,0.9142857142857143,0.6716417910447762,0.5428571428571428,0.22535211267605634,0.16901408450704225,OK,,189.9,0.0,0.0,2.0,1.5,1.5
294,FDS,FactSet Research Systems Inc.,Financial Services,Financial Data & Stock Exchanges,9928833024.0,53.65,C,41.75,12.67,21.98,6.5,12.5,43,,14.164057,4.914619,4.0717654,12.38,0.0625613647141136,0.27032,0.11079001,0.30542,0.2321,0.07984113351802,3.0,Yearly,0.064,-0.096,0.7728400000000001,621161344.0,829592000.0,0.16129032258064516,0.390625,0.296875,0.4864864864864865,0.525,0.8571428571428571,0.890625,0.453125,0.5,OK,,77.284,4.5,0.0,2.0,5.0,1.5
295,ATO,Atmos Energy Corporation,Utilities,Utilities - Regulated Gas,28151803904.0,53.64,C,41.55,13.96,21.48,8.7,9.5,8,,18.473585,1.845014,5.7201376,14.463,-0.078892171015884,0.09792,0.03893,0.37223998,0.28496,0.0382702582932408,3.0,Yearly,0.048,0.233,0.6766200000000001,-2220956928.0,2019590016.0,0.6666666666666666,0.22580645161290322,0.06451612903225806,0.3225806451612903,0.45161290322580644,0.45161290322580644,0.9032258064516129,0.967741935483871,0.967741935483871,OK,,67.662,2.7,5.0,1.0,5.0,1.5
296,BIIB,Biogen Inc.,Healthcare,Drug Manufacturers - General,31136200704.0,53.56,C,41.35,25.03,14.03,1.0,13.5,38,,12.737771,1.6513596,3.1049573,11.451,0.0406917829199769,0.04575,0.052059997,0.25058,0.083229996,-0.0093532040032059,3.0,Yearly,0.034,-0.848,0.44329,1266987520.0,2878799872.0,0.8888888888888888,0.7288135593220338,0.5166666666666667,0.6949152542372882,0.5333333333333333,0.21818181818181817,0.4666666666666667,0.6833333333333333,0.45,OK,,44.329,0.0,0.0,1.0,6.0,1.5
297,CTAS,Cintas Corporation,Industrials,Specialty Business Services,80049913856.0,53.54,C,41.15,3.75,25.79,11.5,12.5,47,,32.718513,15.573374,7.106224,27.596,0.0182938964136091,0.40714002,0.161,0.23688,0.17754,0.0851437166164195,3.0,Yearly,0.089,0.156,0.52646,1464424832.0,2276280064.0,0.11940298507462686,0.09859154929577464,0.056338028169014086,0.11428571428571428,0.11428571428571428,0.835820895522388,0.9428571428571428,0.8028169014084507,0.8028169014084507,OK,,52.646,4.5,5.0,2.0,5.0,1.5
298,OKE,"ONEOK, Inc.",Energy,Oil & Gas Midstream,60402020352.0,53.47,C,40.95,14.89,13.78,14.3,10.5,12,,15.411166,2.633358,1.5343703,12.317,0.014898094513327,0.16277,0.05767,0.13254,0.09287,0.1452650774509614,3.0,Yearly,0.528,0.142,1.4307,899875008.0,6157000192.0,0.5,0.4444444444444444,0.7777777777777778,0.3333333333333333,0.2222222222222222,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.3888888888888889,OK,,143.07,6.3,4.0,4.0,3.0,1.5
